UF,Objetivo Estratégico,Descrição Indicador,Meta de 2025,Resultado de 2025,,Ano,Mes,Meta de 2024,Resultado de 2024,Meta de 2023,Resultado de 2023,Meta de 2022,Resultado de 2022,Meta de 2021,Resultado de 2021,Meta de 2020,Resultado de 2020,Meta de 2019,Resultado de 2019,Meta de 2018,Resultado de 2018,Meta de 2017,Resultado de 2017
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,33","0,00",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,60","0,00",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","89,77",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Recorrência do Atendimento,"55,00","46,52",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","12,73",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura de clientes de grupos sub-representados,"51,00","79,41",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"21,00","10,83",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura do Atendimento a Estudantes,"8,40","0,64",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,33","0,00",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,60","0,00",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","89,69",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Recorrência do Atendimento,"55,00","45,66",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","18,05",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura de clientes de grupos sub-representados,"51,00","79,41",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"21,00","12,53",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura do Atendimento a Estudantes,"8,40","1,10",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,33","0,00",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,60","0,00",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","87,89",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Recorrência do Atendimento,"55,00","48,43",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","17,19",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura de clientes de grupos sub-representados,"51,00","78,31",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"21,00","14,93",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura do Atendimento a Estudantes,"8,40","1,98",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,33","0,62",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,60","25,14",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","87,99",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Recorrência do Atendimento,"55,00","50,34",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","19,08",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura de clientes de grupos sub-representados,"51,00","78,31",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"21,00","16,12",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura do Atendimento a Estudantes,"8,40","2,20",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,33","1,86",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,60","25,14",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","88,29",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Recorrência do Atendimento,"55,00","50,88",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","19,08",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura de clientes de grupos sub-representados,"51,00","78,31",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"21,00","15,06",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura do Atendimento a Estudantes,"8,40","2,20",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,33","1,86",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,60","25,14",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","88,29",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Recorrência do Atendimento,"55,00","50,88",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Recorrência do Atendimento,"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Recorrência do Atendimento,"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Recorrência do Atendimento,"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),nan,nan,,2024,Novembro,"20,00","21,99",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Cobertura do Atendimento a Estudantes,nan,nan,,2024,Novembro,"7,40","10,97",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,nan,nan,,2024,Novembro,"8,50","0,00",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,nan,nan,,2024,Novembro,"20,00","28,20",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),nan,nan,,2024,Novembro,"83,00","85,94",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Recorrência do Atendimento,nan,nan,,2024,Novembro,"50,00","61,25",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Recursos Financeiros - Melhorar a eficiência na aplicação dos recursos,Recursos aplicados na atividade-fim,nan,nan,,2024,Novembro,"80,00","87,78",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,-,Volume de Garantias de Crédito,nan,nan,,2024,Novembro,"8,00","17,54",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Clientes atendidos por meio de serviços digitais,nan,nan,,2023,Novembro,nan,nan,"1.470.000,00","1.476.066,00",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,nan,nan,,2023,Novembro,nan,nan,"77,00","79,15",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),nan,nan,,2023,Novembro,nan,nan,"20,00","19,58",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,nan,nan,,2023,Novembro,nan,nan,"8,50","0,00",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,"Pequenos Negócios atendidos (MEI, ME, EPP)",nan,nan,,2023,Novembro,nan,nan,"1.000.000,00","1.103.198,00",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Aumentar a participação dos Pequenos Negócios na Nova Economia,Pequenos Negócios atendidos com soluções de inovação,nan,nan,,2023,Novembro,nan,nan,"72.600,00","119.457,00",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,nan,nan,,2023,Novembro,nan,nan,"15,00","28,39",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Desenvolver o Empreendedor do Futuro,Professores atendidos em soluções de educação empreendedora,nan,nan,,2023,Novembro,nan,nan,"18.000,00","44.960,00",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),nan,nan,,2023,Novembro,nan,nan,"83,00","83,09",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Recursos Financeiros - Melhorar a eficiência na aplicação dos recursos,Recursos aplicados na atividade-fim,nan,nan,,2023,Novembro,nan,nan,"78,90","88,29",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Atuar em Rede para a Transformação do Ambiente de Negócios e Territórios,Tempo de Abertura de Empresas,nan,nan,,2023,Novembro,nan,nan,"45,00","38,84",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Clientes atendidos por meio de serviços digitais,nan,nan,,2022,Novembro,nan,nan,nan,nan,"1.400.000,00","1.478.210,00",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,nan,nan,,2022,Novembro,nan,nan,nan,nan,"77,00","80,41",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),nan,nan,,2022,Novembro,nan,nan,nan,nan,"18,00","18,97",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,nan,nan,,2022,Novembro,nan,nan,nan,nan,"79,00","0,00",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,"Pequenos Negócios atendidos (MEI, ME, EPP)",nan,nan,,2022,Novembro,nan,nan,nan,nan,"939.904,00","1.037.816,00",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Aumentar a participação dos Pequenos Negócios na Nova Economia,Pequenos Negócios atendidos com soluções de inovação,nan,nan,,2022,Novembro,nan,nan,nan,nan,"66.000,00","63.206,00",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,nan,nan,,2022,Novembro,nan,nan,nan,nan,"5,00","27,43",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Desenvolver o Empreendedor do Futuro,Professores atendidos em soluções de educação empreendedora,nan,nan,,2022,Novembro,nan,nan,nan,nan,"9.500,00","27.435,00",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),nan,nan,,2022,Novembro,nan,nan,nan,nan,"80,00","85,57",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Recursos Financeiros - Melhorar a eficiência na aplicação dos recursos,Recursos aplicados na atividade-fim,nan,nan,,2022,Novembro,nan,nan,nan,nan,"77,90","81,78",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Atuar em Rede para a Transformação do Ambiente de Negócios e Territórios,Tempo de Abertura de Empresas,nan,nan,,2022,Novembro,nan,nan,nan,nan,"64,00","42,99",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Clientes atendidos por meio de serviços digitais,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,"715.000,00","1.298.128,00",nan,nan,nan,nan,nan,nan,nan,nan
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,"60,00","68,13",nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,"15,40","16,42",nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,"Pequenos Negócios atendidos (MEI, ME, EPP)",nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,"880.000,00","877.963,00",nan,nan,nan,nan,nan,nan,nan,nan
SP,Aumentar a participação dos Pequenos Negócios na Nova Economia,Pequenos Negócios atendidos com soluções de inovação,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,"60.000,00","36.842,00",nan,nan,nan,nan,nan,nan,nan,nan
SP,Desenvolver o Empreendedor do Futuro,Professores atendidos em soluções de educação empreendedora,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,"5.000,00","16.074,00",nan,nan,nan,nan,nan,nan,nan,nan
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,"75,00","83,80",nan,nan,nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Clientes atendidos por meio de serviços digitais,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"450.000,00","946.929,00",nan,nan,nan,nan,nan,nan
SP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"60,00","64,06",nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"14,00","14,31",nan,nan,nan,nan,nan,nan
SP,Ampliar a cobertura e efetividade do Atendimento,"Pequenos Negócios atendidos (MEI, ME, EPP)",nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"600.000,00","651.670,00",nan,nan,nan,nan,nan,nan
SP,Aumentar a participação dos Pequenos Negócios na Nova Economia,Pequenos Negócios atendidos com soluções de inovação,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"23.000,00","12.217,00",nan,nan,nan,nan,nan,nan
SP,Desenvolver o Empreendedor do Futuro,Professores atendidos em soluções de educação empreendedora,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"1.000,00","3,00",nan,nan,nan,nan,nan,nan
SP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"80,00","68,95",nan,nan,nan,nan,nan,nan
SP,-,Atend.Pequenos Neg. Soluções específ. Inovação,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"23.000,00","27.883,00",nan,nan,nan,nan
SP,-,Índice de aplicabilidade de produtos e Serviços,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"0,00","0,00",nan,nan,nan,nan
SP,-,Índice de efetividade do atendimento,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"7,90","0,00",nan,nan,nan,nan
SP,-,Índice de imagem junto à sociedade.,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"8,30","0,00",nan,nan,nan,nan
SP,-,Índice de imagem junto aos pequenos negócios,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"8,70","0,00",nan,nan,nan,nan
SP,-,Índice de maturidade da infraestrutura,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"0,00","0,00",nan,nan,nan,nan
SP,-,Índice de Recomendação do Sebrae (NPS),nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"84,00","0,00",nan,nan,nan,nan
SP,-,Índice de satisfação do cliente,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"9,00","0,00",nan,nan,nan,nan
SP,-,Nº municípios com políticas de desenv. implantadas,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"0,00","0,00",nan,nan,nan,nan
SP,-,Número de Donos de Pequenos Negócios atendidos,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"425.796,00","551.397,00",nan,nan,nan,nan
