UF,Objetivo Estratégico,Descrição Indicador,Meta de 2025,Resultado de 2025,Unnamed: 5,Ano,Mes
RS,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Setembro
RS,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Setembro
RS,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Setembro
RS,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Setembro
RS,-,Recorrência do Atendimento,"0,00","0,00",,2025,Setembro
RS,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Outubro
RS,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Outubro
RS,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Outubro
RS,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Outubro
RS,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Outubro
RS,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Outubro
RS,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Outubro
RS,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Outubro
RS,-,Recorrência do Atendimento,"0,00","0,00",,2025,Outubro
RS,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Novembro
RS,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Novembro
RS,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Novembro
RS,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Novembro
RS,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Novembro
RS,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Novembro
RS,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Novembro
RS,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Novembro
RS,-,Recorrência do Atendimento,"0,00","0,00",,2025,Novembro
RO,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","1,98",,2025,Janeiro
RO,-,Cobertura de clientes de grupos sub-representados,"49,00","0,00",,2025,Janeiro
RO,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"27,00","2,41",,2025,Janeiro
RO,-,Cobertura do Atendimento a Estudantes,"12,30","0,01",,2025,Janeiro
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Janeiro
RO,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"50,00","0,00",,2025,Janeiro
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"23,20","0,00",,2025,Janeiro
RO,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","92,63",,2025,Janeiro
RO,-,Recorrência do Atendimento,"52,00","27,32",,2025,Janeiro
RO,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","2,35",,2025,Fevereiro
RO,-,Cobertura de clientes de grupos sub-representados,"49,00","0,00",,2025,Fevereiro
RO,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"27,00","4,21",,2025,Fevereiro
RO,-,Cobertura do Atendimento a Estudantes,"12,30","0,09",,2025,Fevereiro
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Fevereiro
RO,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"50,00","0,00",,2025,Fevereiro
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"23,20","0,00",,2025,Fevereiro
RO,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","94,17",,2025,Fevereiro
RO,-,Recorrência do Atendimento,"52,00","33,84",,2025,Fevereiro
RO,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","13,48",,2025,Março
RO,-,Cobertura de clientes de grupos sub-representados,"49,00","86,87",,2025,Março
RO,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"27,00","6,88",,2025,Março
RO,-,Cobertura do Atendimento a Estudantes,"12,30","0,14",,2025,Março
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Março
RO,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"50,00","0,00",,2025,Março
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"23,20","0,00",,2025,Março
RO,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","93,71",,2025,Março
RO,-,Recorrência do Atendimento,"52,00","34,41",,2025,Março
RO,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","17,36",,2025,Abril
RO,-,Cobertura de clientes de grupos sub-representados,"49,00","86,87",,2025,Abril
RO,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"27,00","9,40",,2025,Abril
RO,-,Cobertura do Atendimento a Estudantes,"12,30","0,15",,2025,Abril
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Abril
RO,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"50,00","0,00",,2025,Abril
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"23,20","0,00",,2025,Abril
RO,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","93,15",,2025,Abril
RO,-,Recorrência do Atendimento,"52,00","33,44",,2025,Abril
RO,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","21,92",,2025,Maio
RO,-,Cobertura de clientes de grupos sub-representados,"49,00","86,87",,2025,Maio
RO,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"27,00","13,28",,2025,Maio
RO,-,Cobertura do Atendimento a Estudantes,"12,30","1,09",,2025,Maio
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Maio
RO,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"50,00","0,00",,2025,Maio
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"23,20","0,00",,2025,Maio
RO,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","93,11",,2025,Maio
RO,-,Recorrência do Atendimento,"52,00","54,87",,2025,Maio
RO,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","22,75",,2025,Junho
RO,-,Cobertura de clientes de grupos sub-representados,"49,00","82,29",,2025,Junho
RO,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"27,00","15,40",,2025,Junho
RO,-,Cobertura do Atendimento a Estudantes,"12,30","4,64",,2025,Junho
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Junho
RO,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"50,00","1,92",,2025,Junho
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"23,20","27,89",,2025,Junho
RO,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","93,44",,2025,Junho
RO,-,Recorrência do Atendimento,"52,00","59,65",,2025,Junho
RO,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","22,65",,2025,Julho
RO,-,Cobertura de clientes de grupos sub-representados,"49,00","82,29",,2025,Julho
RO,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"27,00","17,05",,2025,Julho
RO,-,Cobertura do Atendimento a Estudantes,"12,30","7,21",,2025,Julho
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Julho
RO,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"50,00","28,85",,2025,Julho
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"23,20","27,89",,2025,Julho
RO,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","93,81",,2025,Julho
RO,-,Recorrência do Atendimento,"52,00","58,65",,2025,Julho
RO,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","22,65",,2025,Agosto
RO,-,Cobertura de clientes de grupos sub-representados,"75,00","82,29",,2025,Agosto
RO,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"27,00","18,03",,2025,Agosto
RO,-,Cobertura do Atendimento a Estudantes,"12,30","7,21",,2025,Agosto
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Agosto
RO,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"50,00","28,85",,2025,Agosto
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"23,20","27,89",,2025,Agosto
RO,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","93,81",,2025,Agosto
RO,-,Recorrência do Atendimento,"52,00","58,65",,2025,Agosto
RO,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Setembro
RO,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Setembro
RO,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Setembro
RO,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Setembro
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Setembro
RO,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Setembro
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Setembro
RO,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Setembro
RO,-,Recorrência do Atendimento,"0,00","0,00",,2025,Setembro
RO,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Outubro
RO,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Outubro
RO,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Outubro
RO,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Outubro
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Outubro
RO,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Outubro
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Outubro
RO,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Outubro
RO,-,Recorrência do Atendimento,"0,00","0,00",,2025,Outubro
RO,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Novembro
RO,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Novembro
RO,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Novembro
RO,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Novembro
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Novembro
RO,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Novembro
RO,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Novembro
RO,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Novembro
RO,-,Recorrência do Atendimento,"0,00","0,00",,2025,Novembro
RR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","8,33",,2025,Janeiro
RR,-,Cobertura de clientes de grupos sub-representados,"40,00","0,00",,2025,Janeiro
RR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"26,80","2,78",,2025,Janeiro
RR,-,Cobertura do Atendimento a Estudantes,"14,90","0,00",,2025,Janeiro
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"10,00","0,00",,2025,Janeiro
RR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,40","0,00",,2025,Janeiro
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,00","0,00",,2025,Janeiro
RR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"82,00","90,91",,2025,Janeiro
RR,-,Recorrência do Atendimento,"66,00","30,48",,2025,Janeiro
RR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","10,26",,2025,Fevereiro
RR,-,Cobertura de clientes de grupos sub-representados,"40,00","0,00",,2025,Fevereiro
RR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"26,80","6,24",,2025,Fevereiro
RR,-,Cobertura do Atendimento a Estudantes,"14,90","0,09",,2025,Fevereiro
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"10,00","0,00",,2025,Fevereiro
RR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,40","0,00",,2025,Fevereiro
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,00","0,00",,2025,Fevereiro
RR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"82,00","91,76",,2025,Fevereiro
RR,-,Recorrência do Atendimento,"66,00","33,81",,2025,Fevereiro
RR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","9,52",,2025,Março
RR,-,Cobertura de clientes de grupos sub-representados,"40,00","93,65",,2025,Março
RR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"26,80","8,63",,2025,Março
RR,-,Cobertura do Atendimento a Estudantes,"14,90","0,13",,2025,Março
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"10,00","0,00",,2025,Março
RR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,40","0,00",,2025,Março
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,00","0,00",,2025,Março
RR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"82,00","92,07",,2025,Março
RR,-,Recorrência do Atendimento,"66,00","39,65",,2025,Março
RR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","14,29",,2025,Abril
RR,-,Cobertura de clientes de grupos sub-representados,"40,00","93,65",,2025,Abril
RR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"26,80","9,73",,2025,Abril
RR,-,Cobertura do Atendimento a Estudantes,"14,90","0,13",,2025,Abril
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"10,00","0,00",,2025,Abril
RR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,40","0,00",,2025,Abril
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,00","0,00",,2025,Abril
RR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"82,00","93,53",,2025,Abril
RR,-,Recorrência do Atendimento,"66,00","44,32",,2025,Abril
RR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","22,73",,2025,Maio
RR,-,Cobertura de clientes de grupos sub-representados,"40,00","93,65",,2025,Maio
RR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"26,80","12,90",,2025,Maio
RR,-,Cobertura do Atendimento a Estudantes,"14,90","0,18",,2025,Maio
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"10,00","0,00",,2025,Maio
RR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,40","0,00",,2025,Maio
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,00","0,00",,2025,Maio
RR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"82,00","94,35",,2025,Maio
RR,-,Recorrência do Atendimento,"66,00","51,66",,2025,Maio
RR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","21,43",,2025,Junho
RR,-,Cobertura de clientes de grupos sub-representados,"40,00","88,44",,2025,Junho
RR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"26,80","14,95",,2025,Junho
RR,-,Cobertura do Atendimento a Estudantes,"14,90","0,20",,2025,Junho
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"10,00","0,00",,2025,Junho
RR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,40","100,00",,2025,Junho
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,00","25,14",,2025,Junho
RR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"82,00","92,59",,2025,Junho
RR,-,Recorrência do Atendimento,"66,00","55,91",,2025,Junho
RR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","22,86",,2025,Julho
RR,-,Cobertura de clientes de grupos sub-representados,"40,00","88,44",,2025,Julho
RR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"26,80","16,51",,2025,Julho
RR,-,Cobertura do Atendimento a Estudantes,"14,90","0,43",,2025,Julho
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"10,00","0,00",,2025,Julho
RR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,40","100,00",,2025,Julho
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,00","25,14",,2025,Julho
RR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"82,00","92,67",,2025,Julho
RR,-,Recorrência do Atendimento,"66,00","57,12",,2025,Julho
RR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","22,86",,2025,Agosto
RR,-,Cobertura de clientes de grupos sub-representados,"40,00","88,44",,2025,Agosto
RR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"26,80","17,18",,2025,Agosto
RR,-,Cobertura do Atendimento a Estudantes,"14,90","0,43",,2025,Agosto
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"10,00","0,00",,2025,Agosto
RR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"33,40","100,00",,2025,Agosto
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"21,00","25,14",,2025,Agosto
RR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"82,00","92,67",,2025,Agosto
RR,-,Recorrência do Atendimento,"66,00","57,12",,2025,Agosto
RR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Setembro
RR,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Setembro
RR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Setembro
RR,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Setembro
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Setembro
RR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Setembro
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Setembro
RR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Setembro
RR,-,Recorrência do Atendimento,"0,00","0,00",,2025,Setembro
RR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Outubro
RR,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Outubro
RR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Outubro
RR,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Outubro
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Outubro
RR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Outubro
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Outubro
RR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Outubro
RR,-,Recorrência do Atendimento,"0,00","0,00",,2025,Outubro
RR,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Novembro
RR,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Novembro
RR,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Novembro
RR,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Novembro
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Novembro
RR,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Novembro
RR,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Novembro
RR,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Novembro
RR,-,Recorrência do Atendimento,"0,00","0,00",,2025,Novembro
SC,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","2,24",,2025,Janeiro
SC,-,Cobertura de clientes de grupos sub-representados,"82,70","0,00",,2025,Janeiro
SC,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"24,20","3,43",,2025,Janeiro
SC,-,Cobertura do Atendimento a Estudantes,"7,00","0,00",,2025,Janeiro
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Janeiro
SC,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"30,00","0,00",,2025,Janeiro
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Janeiro
SC,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","86,89",,2025,Janeiro
SC,-,Recorrência do Atendimento,"49,00","36,20",,2025,Janeiro
SC,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","7,65",,2025,Fevereiro
SC,-,Cobertura de clientes de grupos sub-representados,"82,70","0,00",,2025,Fevereiro
SC,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"24,20","5,58",,2025,Fevereiro
SC,-,Cobertura do Atendimento a Estudantes,"7,00","0,10",,2025,Fevereiro
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Fevereiro
SC,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"30,00","0,00",,2025,Fevereiro
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Fevereiro
SC,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","86,91",,2025,Fevereiro
SC,-,Recorrência do Atendimento,"49,00","39,18",,2025,Fevereiro
SC,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","10,54",,2025,Março
SC,-,Cobertura de clientes de grupos sub-representados,"82,70","77,97",,2025,Março
SC,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"24,20","12,17",,2025,Março
SC,-,Cobertura do Atendimento a Estudantes,"7,00","0,15",,2025,Março
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Março
SC,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"30,00","0,00",,2025,Março
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Março
SC,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","87,41",,2025,Março
SC,-,Recorrência do Atendimento,"49,00","31,96",,2025,Março
SC,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","12,71",,2025,Abril
SC,-,Cobertura de clientes de grupos sub-representados,"82,70","77,97",,2025,Abril
SC,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"24,20","14,27",,2025,Abril
SC,-,Cobertura do Atendimento a Estudantes,"7,00","0,29",,2025,Abril
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Abril
SC,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"30,00","0,00",,2025,Abril
SC,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Abril
