Nome Sebrae,Descrição Tipo Iniciativa,Descrição Tipologia Iniciativa,Número Iniciativa,Nome Iniciativa,Nome Unidade Organizacional,Total de Despesa Orçado - Ajustado em 2025,Total do Valor de Despesa Executado em 2025,Total de Atendimentos em 2025,Clientes Atendidos em 2025,Unnamed: 10,Ano,Mes
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024135PJAS,Avança Turismo na Costa Doce Gaúcha,RS - Gerência Regional Sul,"1.253.500,00","24.399,78",2.0,1.0,,2025,Maio
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS016127PJAS,B Articulação Agricultura Regenerativa e uso de Bioinsumos,RS - Gerência Regional Noroeste,"40.000,00","0,00",0.0,0.0,,2025,Maio
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS015220PJAS,B Catapult UFSM Centro,RS - Gerência Regional Centro,"940,00","939,40",0.0,0.0,,2025,Maio
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS009608PJAS,B Digitalização das Missões Turismo de Experiência,RS - Gerência Regional Noroeste,"122.000,00","0,00",0.0,0.0,,2025,Maio
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS003748PJAS,B EP Moda Sinos - Adequações e Normatizações,"RS - Gerência Regional Sinos, Caí e Paranhama","30.000,00","21.248,97",1.0,1.0,,2025,Maio
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS014216PJAS,B EP Produtores de Água Serra,RS - Gerência Regional Serra Gaúcha,"220.000,00","11.136,00",0.0,0.0,,2025,Maio
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024327PJAS,CAFO - ECOSSISTEMA ALEGRETE,RS - Gerência Regional Campanha e Front. Oeste,"725.476,00","89.242,17",120.0,118.0,,2025,Maio
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024319PJAS,CENTRO - ECOSSISTEMA SANTA MARIA,RS - Gerência Regional Centro,"891.462,00","62.339,44",70.0,49.0,,2025,Maio
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024090PJAS,Comércio e Serviços Mercado,RS - Gerência Regional Metropolitana,"854.960,00","30.110,90",59.0,29.0,,2025,Maio
SEBRAE/RS,Projeto,Articulação Institucional,RS024131PJAI,Comércio em Conexão – Regional Sinos,"RS - Gerência Regional Sinos, Caí e Paranhama","300.000,00","0,00",11.0,11.0,,2025,Maio
SEBRAE/RS,Atividade,Gestão Operacional,RS001113ATGO,Comunicação Interna,RS - Gerência de Gestão de Pessoas,"709.205,00","384.628,48",0.0,0.0,,2025,Maio
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS008505PJAS,Conexão Agroindustrias Sul Armazem Rural,RS - Gerência Regional Sul,"20.000,00","17.966,89",0.0,0.0,,2025,Maio
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024113PJAS,CONEXÃO ALIMENTOS E BEBIDAS RS,RS - Gerência Regional Serra Gaúcha,"1.780.000,00","167.426,88",75.0,63.0,,2025,Maio
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS018702PJAS,Conexão CIPEF,RS - Gerência Regional Sul,"118.000,00","75.509,98",35.0,14.0,,2025,Maio
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024185PJAS,Conexão Corporativa EP Multiâncoras - Sebrae RS - Moda,"RS - Gerência Regional Sinos, Caí e Paranhama","960.000,00","183.253,50",13.0,13.0,,2025,Maio
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS025112PJAS,Acesso a Mercado – Exportação Apicultura JPC,RS - Gerência Regional Centro,"840.000,00","30.389,66",48.0,37.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024118PJAS,Acesso a Mercado – Exportação Horticultura JPC,RS - Gerência Regional Serra Gaúcha,"840.000,00","2.343,12",1.0,1.0,,2025,Junho
SEBRAE/RS,Projeto,Articulação Institucional,RS002576PJAI,Acesso a Recursos Financeiros,RS - Gerência de Competitividade Setorial,"300.000,00","109.374,78",199.0,180.0,,2025,Junho
SEBRAE/RS,Atividade,Gestão Operacional,RS001051ATOE,Administração Financeira,RS - Gerência de Contabilidade e Finanças,"1.130.000,00","324.100,18",0.0,0.0,,2025,Junho
SEBRAE/RS,Atividade,Gestão Operacional,RS001093ATGO,Administração Patrimonial,RS - Gerência de Administração e Suprimentos,"40.000,00","0,00",0.0,0.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024446PJAS,Agentes de Destinos Turísticos e Ações de Potencialização da Cadeia do Turismo,RS - Gerência de Competitividade Setorial,"850.000,00","277.173,09",184.0,101.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS021663PJAS,Aggrandize - Sebraetec Supera,RS - Gerência Regional Sul,"89.332,00","43.527,00",4.0,4.0,,2025,Junho
SEBRAE/RS,Atividade,Atendimento,RS003952ATAS,Alavancagem Estrutural e Sistêmica,RS - Gerência Regional Metropolitana,"363.589,00","294.265,90",107.0,30.0,,2025,Junho
SEBRAE/RS,Atividade,Articulação Institucional,RS005461ATAS,Alavancagem estrutural e sistêmica - Competitividade,RS - Gerência de Competitividade Setorial,"1.388.203,00","205.515,25",5.0,1.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento pela Rede Sebrae,RS024103PJAR,Aliança ESG Norte - Transformação Empresarial Sustentável,RS - Gerência Regional Norte,"0,00","0,00",0.0,0.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024142PJAS,Alimentos e Bebidas VTRP,RS - Gerência Regional Vales do Taquari e Rio Pardo,"520.908,00","113.273,64",61.0,58.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento,RS003654PJAS,Apicultura CAFO-JPC,RS - Gerência Regional Campanha e Front. Oeste,"300.000,00","100.668,00",9.0,9.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento,RS003908PJAS,Apicultura nos Campos de Cima da Serra do RS - JPC,RS - Gerência Regional Serra Gaúcha,"150.000,00","64.121,12",62.0,59.0,,2025,Junho
SEBRAE/RS,Projeto,Articulação Institucional,RS014263PJAI,Articulação das Governanças do Turismo,RS - Gerência Regional Campanha e Front. Oeste,"45.920,00","45.914,00",0.0,0.0,,2025,Junho
SEBRAE/RS,Atividade,Atendimento direto pelo Sebrae,RS003673ATAS,Articulação Turismo Centro,RS - Gerência Regional Centro,"204.950,00","24.036,47",40.0,40.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS025206PJAS,Atuação Startups RS,RS - Gerência de Inovação,"4.933.182,00","1.912.688,82",122.0,111.0,,2025,Junho
SEBRAE/RS,Atividade,Atendimento direto pelo Sebrae,RS027240ATAS,Atualização e desenvolvimento de produtos do portfólio em rede de Educação Empreendedora,RS - Gerência de Gestão de Soluções,"178.704,00","0,00",0.0,0.0,,2025,Junho
SEBRAE/RS,Projeto,Gestão Operacional,RS014861PJGO,Automação Robótica de Processos no Sebrae RS,"RS - Gerência de Plataformas, Tecnologia da Informação e Processos","300.000,00","237.450,03",0.0,0.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024135PJAS,Avança Turismo na Costa Doce Gaúcha,RS - Gerência Regional Sul,"1.253.500,00","76.822,71",27.0,24.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS016127PJAS,B Articulação Agricultura Regenerativa e uso de Bioinsumos,RS - Gerência Regional Noroeste,"40.000,00","0,00",0.0,0.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS015220PJAS,B Catapult UFSM Centro,RS - Gerência Regional Centro,"940,00","939,40",0.0,0.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS009608PJAS,B Digitalização das Missões Turismo de Experiência,RS - Gerência Regional Noroeste,"122.000,00","0,00",0.0,0.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS003748PJAS,B EP Moda Sinos - Adequações e Normatizações,"RS - Gerência Regional Sinos, Caí e Paranhama","30.000,00","26.348,97",1.0,1.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS014216PJAS,B EP Produtores de Água Serra,RS - Gerência Regional Serra Gaúcha,"220.000,00","13.566,01",0.0,0.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024327PJAS,CAFO - ECOSSISTEMA ALEGRETE,RS - Gerência Regional Campanha e Front. Oeste,"725.476,00","106.015,06",145.0,141.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024319PJAS,CENTRO - ECOSSISTEMA SANTA MARIA,RS - Gerência Regional Centro,"891.462,00","114.506,87",116.0,66.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024090PJAS,Comércio e Serviços Mercado,RS - Gerência Regional Metropolitana,"854.960,00","109.634,93",112.0,48.0,,2025,Junho
SEBRAE/RS,Projeto,Articulação Institucional,RS024131PJAI,Comércio em Conexão – Regional Sinos,"RS - Gerência Regional Sinos, Caí e Paranhama","300.000,00","14,35",11.0,11.0,,2025,Junho
SEBRAE/RS,Atividade,Gestão Operacional,RS001113ATGO,Comunicação Interna,RS - Gerência de Gestão de Pessoas,"708.705,00","392.627,68",0.0,0.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS008505PJAS,Conexão Agroindustrias Sul Armazem Rural,RS - Gerência Regional Sul,"20.000,00","19.172,91",0.0,0.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024113PJAS,CONEXÃO ALIMENTOS E BEBIDAS RS,RS - Gerência Regional Serra Gaúcha,"1.680.000,00","648.114,92",78.0,66.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS018702PJAS,Conexão CIPEF,RS - Gerência Regional Sul,"118.000,00","89.180,24",37.0,14.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024185PJAS,Conexão Corporativa EP Multiâncoras - Sebrae RS - Moda,"RS - Gerência Regional Sinos, Caí e Paranhama","960.000,00","239.317,50",13.0,13.0,,2025,Junho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS025112PJAS,Acesso a Mercado – Exportação Apicultura JPC,RS - Gerência Regional Centro,"840.000,00","74.809,74",70.0,59.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024118PJAS,Acesso a Mercado – Exportação Horticultura JPC,RS - Gerência Regional Serra Gaúcha,"840.000,00","55.669,26",1.0,1.0,,2025,Julho
SEBRAE/RS,Projeto,Articulação Institucional,RS002576PJAI,Acesso a Recursos Financeiros,RS - Gerência de Competitividade Setorial,"300.000,00","141.968,63",244.0,225.0,,2025,Julho
SEBRAE/RS,Atividade,Gestão Operacional,RS001051ATOE,Administração Financeira,RS - Gerência de Contabilidade e Finanças,"1.130.000,00","369.243,25",0.0,0.0,,2025,Julho
SEBRAE/RS,Atividade,Gestão Operacional,RS001093ATGO,Administração Patrimonial,RS - Gerência de Administração e Suprimentos,"40.000,00","0,00",0.0,0.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024446PJAS,Agentes de Destinos Turísticos e Ações de Potencialização da Cadeia do Turismo,RS - Gerência de Competitividade Setorial,"850.000,00","308.577,42",201.0,115.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS021663PJAS,Aggrandize - Sebraetec Supera,RS - Gerência Regional Sul,"89.332,00","43.527,00",4.0,4.0,,2025,Julho
SEBRAE/RS,Atividade,Atendimento,RS003952ATAS,Alavancagem Estrutural e Sistêmica,RS - Gerência Regional Metropolitana,"363.589,00","311.041,42",107.0,30.0,,2025,Julho
SEBRAE/RS,Atividade,Articulação Institucional,RS005461ATAS,Alavancagem estrutural e sistêmica - Competitividade,RS - Gerência de Competitividade Setorial,"1.618.956,00","244.424,44",28.0,24.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento pela Rede Sebrae,RS024103PJAR,Aliança ESG Norte - Transformação Empresarial Sustentável,RS - Gerência Regional Norte,"0,00","0,00",0.0,0.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024142PJAS,Alimentos e Bebidas VTRP,RS - Gerência Regional Vales do Taquari e Rio Pardo,"535.908,00","138.050,39",99.0,82.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento,RS003654PJAS,Apicultura CAFO-JPC,RS - Gerência Regional Campanha e Front. Oeste,"300.000,00","114.112,00",9.0,9.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento,RS003908PJAS,Apicultura nos Campos de Cima da Serra do RS - JPC,RS - Gerência Regional Serra Gaúcha,"150.000,00","75.695,60",62.0,59.0,,2025,Julho
SEBRAE/RS,Projeto,Articulação Institucional,RS014263PJAI,Articulação das Governanças do Turismo,RS - Gerência Regional Campanha e Front. Oeste,"45.920,00","45.914,00",0.0,0.0,,2025,Julho
SEBRAE/RS,Atividade,Atendimento direto pelo Sebrae,RS003673ATAS,Articulação Turismo Centro,RS - Gerência Regional Centro,"204.950,00","51.799,82",40.0,40.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS025206PJAS,Atuação Startups RS,RS - Gerência de Inovação,"4.959.991,00","2.201.860,99",120.0,110.0,,2025,Julho
SEBRAE/RS,Atividade,Atendimento direto pelo Sebrae,RS027240ATAS,Atualização e desenvolvimento de produtos do portfólio em rede de Educação Empreendedora,RS - Gerência de Gestão de Soluções,"178.704,00","0,00",0.0,0.0,,2025,Julho
SEBRAE/RS,Projeto,Gestão Operacional,RS014861PJGO,Automação Robótica de Processos no Sebrae RS,"RS - Gerência de Plataformas, Tecnologia da Informação e Processos","300.000,00","258.538,82",0.0,0.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024135PJAS,Avança Turismo na Costa Doce Gaúcha,RS - Gerência Regional Sul,"1.253.500,00","128.584,84",46.0,42.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS016127PJAS,B Articulação Agricultura Regenerativa e uso de Bioinsumos,RS - Gerência Regional Noroeste,"40.000,00","0,00",0.0,0.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS015220PJAS,B Catapult UFSM Centro,RS - Gerência Regional Centro,"940,00","939,40",0.0,0.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS009608PJAS,B Digitalização das Missões Turismo de Experiência,RS - Gerência Regional Noroeste,"61.000,00","0,00",0.0,0.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS003748PJAS,B EP Moda Sinos - Adequações e Normatizações,"RS - Gerência Regional Sinos, Caí e Paranhama","30.000,00","26.348,97",1.0,1.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS014216PJAS,B EP Produtores de Água Serra,RS - Gerência Regional Serra Gaúcha,"220.000,00","24.581,66",26.0,26.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024327PJAS,CAFO - ECOSSISTEMA ALEGRETE,RS - Gerência Regional Campanha e Front. Oeste,"674.127,00","114.922,35",145.0,141.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024319PJAS,CENTRO - ECOSSISTEMA SANTA MARIA,RS - Gerência Regional Centro,"891.462,00","270.762,16",134.0,81.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024090PJAS,Comércio e Serviços Mercado,RS - Gerência Regional Metropolitana,"854.960,00","417.679,03",150.0,59.0,,2025,Julho
SEBRAE/RS,Projeto,Articulação Institucional,RS024131PJAI,Comércio em Conexão – Regional Sinos,"RS - Gerência Regional Sinos, Caí e Paranhama","300.000,00","14,35",11.0,11.0,,2025,Julho
SEBRAE/RS,Atividade,Gestão Operacional,RS001113ATGO,Comunicação Interna,RS - Gerência de Gestão de Pessoas,"708.705,00","395.900,81",0.0,0.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS008505PJAS,Conexão Agroindustrias Sul Armazem Rural,RS - Gerência Regional Sul,"20.000,00","19.172,91",0.0,0.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024113PJAS,CONEXÃO ALIMENTOS E BEBIDAS RS,RS - Gerência Regional Serra Gaúcha,"1.680.000,00","749.984,56",102.0,71.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS018702PJAS,Conexão CIPEF,RS - Gerência Regional Sul,"118.000,00","96.476,24",37.0,14.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024185PJAS,Conexão Corporativa EP Multiâncoras - Sebrae RS - Moda,"RS - Gerência Regional Sinos, Caí e Paranhama","860.000,00","298.425,30",104.0,74.0,,2025,Julho
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS025112PJAS,Acesso a Mercado – Exportação Apicultura JPC,RS - Gerência Regional Centro,"840.000,00","92.097,74",70.0,59.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024118PJAS,Acesso a Mercado – Exportação Horticultura JPC,RS - Gerência Regional Serra Gaúcha,"840.000,00","80.821,26",1.0,1.0,,2025,Agosto
SEBRAE/RS,Projeto,Articulação Institucional,RS002576PJAI,Acesso a Recursos Financeiros,RS - Gerência de Competitividade Setorial,"500.000,00","178.703,74",248.0,229.0,,2025,Agosto
SEBRAE/RS,Atividade,Gestão Operacional,RS001051ATOE,Administração Financeira,RS - Gerência de Contabilidade e Finanças,"1.130.000,00","369.243,25",0.0,0.0,,2025,Agosto
SEBRAE/RS,Atividade,Gestão Operacional,RS001093ATGO,Administração Patrimonial,RS - Gerência de Administração e Suprimentos,"40.000,00","0,00",0.0,0.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024446PJAS,Agentes de Destinos Turísticos e Ações de Potencialização da Cadeia do Turismo,RS - Gerência de Competitividade Setorial,"850.000,00","368.659,35",204.0,118.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS021663PJAS,Aggrandize - Sebraetec Supera,RS - Gerência Regional Sul,"89.332,00","43.527,00",4.0,4.0,,2025,Agosto
SEBRAE/RS,Atividade,Atendimento,RS003952ATAS,Alavancagem Estrutural e Sistêmica,RS - Gerência Regional Metropolitana,"401.863,00","319.211,02",107.0,30.0,,2025,Agosto
SEBRAE/RS,Atividade,Articulação Institucional,RS005461ATAS,Alavancagem estrutural e sistêmica - Competitividade,RS - Gerência de Competitividade Setorial,"2.813.964,00","256.060,07",28.0,24.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento pela Rede Sebrae,RS024103PJAR,Aliança ESG Norte - Transformação Empresarial Sustentável,RS - Gerência Regional Norte,"0,00","0,00",0.0,0.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024142PJAS,Alimentos e Bebidas VTRP,RS - Gerência Regional Vales do Taquari e Rio Pardo,"535.908,00","140.290,05",99.0,82.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento,RS003654PJAS,Apicultura CAFO-JPC,RS - Gerência Regional Campanha e Front. Oeste,"300.000,00","114.112,00",9.0,9.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento,RS003908PJAS,Apicultura nos Campos de Cima da Serra do RS - JPC,RS - Gerência Regional Serra Gaúcha,"150.000,00","95.427,80",62.0,59.0,,2025,Agosto
SEBRAE/RS,Projeto,Articulação Institucional,RS014263PJAI,Articulação das Governanças do Turismo,RS - Gerência Regional Campanha e Front. Oeste,"45.920,00","45.914,00",0.0,0.0,,2025,Agosto
SEBRAE/RS,Atividade,Atendimento direto pelo Sebrae,RS003673ATAS,Articulação Turismo Centro,RS - Gerência Regional Centro,"204.950,00","77.324,24",40.0,40.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS025206PJAS,Atuação Startups RS,RS - Gerência de Inovação,"5.269.991,00","2.211.071,99",120.0,110.0,,2025,Agosto
SEBRAE/RS,Atividade,Atendimento direto pelo Sebrae,RS027240ATAS,Atualização e desenvolvimento de produtos do portfólio em rede de Educação Empreendedora,RS - Gerência de Gestão de Soluções,"178.704,00","0,00",0.0,0.0,,2025,Agosto
SEBRAE/RS,Projeto,Gestão Operacional,RS014861PJGO,Automação Robótica de Processos no Sebrae RS,"RS - Gerência de Plataformas, Tecnologia da Informação e Processos","300.000,00","258.538,82",0.0,0.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024135PJAS,Avança Turismo na Costa Doce Gaúcha,RS - Gerência Regional Sul,"1.253.500,00","146.492,92",46.0,42.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS016127PJAS,B Articulação Agricultura Regenerativa e uso de Bioinsumos,RS - Gerência Regional Noroeste,"40.000,00","0,00",0.0,0.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS015220PJAS,B Catapult UFSM Centro,RS - Gerência Regional Centro,"940,00","939,40",0.0,0.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS009608PJAS,B Digitalização das Missões Turismo de Experiência,RS - Gerência Regional Noroeste,"61.000,00","0,00",0.0,0.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS003748PJAS,B EP Moda Sinos - Adequações e Normatizações,"RS - Gerência Regional Sinos, Caí e Paranhama","30.000,00","26.348,97",1.0,1.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS014216PJAS,B EP Produtores de Água Serra,RS - Gerência Regional Serra Gaúcha,"220.000,00","40.865,37",26.0,26.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024327PJAS,CAFO - ECOSSISTEMA ALEGRETE,RS - Gerência Regional Campanha e Front. Oeste,"674.127,00","124.077,72",145.0,141.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024319PJAS,CENTRO - ECOSSISTEMA SANTA MARIA,RS - Gerência Regional Centro,"464.212,00","270.762,16",134.0,81.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024090PJAS,Comércio e Serviços Mercado,RS - Gerência Regional Metropolitana,"854.960,00","425.019,36",180.0,63.0,,2025,Agosto
SEBRAE/RS,Projeto,Articulação Institucional,RS024131PJAI,Comércio em Conexão – Regional Sinos,"RS - Gerência Regional Sinos, Caí e Paranhama","300.000,00","2.942,03",11.0,11.0,,2025,Agosto
SEBRAE/RS,Atividade,Gestão Operacional,RS001113ATGO,Comunicação Interna,RS - Gerência de Gestão de Pessoas,"708.705,00","395.900,81",0.0,0.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS008505PJAS,Conexão Agroindustrias Sul Armazem Rural,RS - Gerência Regional Sul,"20.000,00","19.172,91",0.0,0.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024113PJAS,CONEXÃO ALIMENTOS E BEBIDAS RS,RS - Gerência Regional Serra Gaúcha,"1.680.000,00","791.698,80",103.0,72.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS018702PJAS,Conexão CIPEF,RS - Gerência Regional Sul,"100.757,00","96.476,24",37.0,14.0,,2025,Agosto
SEBRAE/RS,Projeto,Atendimento direto pelo Sebrae,RS024185PJAS,Conexão Corporativa EP Multiâncoras - Sebrae RS - Moda,"RS - Gerência Regional Sinos, Caí e Paranhama","860.000,00","346.809,30",106.0,76.0,,2025,Agosto
SEBRAE/RO,Projeto,Atendimento direto pelo Sebrae,RO021315PJAS,Cacauicultura Sustentável da Espécies Nativas da Amazônia em Rondônia,RO - Unidade de Produtividade e Desenvolvimento Empresarial,"800.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/RO,Projeto,Construção e Reformas,RO022228PJCR,Construções e Reformas SEBRAE Rondônia 2024 2026,RO - Unidade de Gestão Administrativa,"3.510.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/RO,Atividade,Atendimento direto pelo Sebrae,RO017602ATAS,Convênio JEPP/MPT,RO - Unidade de Atendimento e Relacionamento ao Cliente,"127.500,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/RO,Atividade,Gestão Operacional,RO001001ATGO,Custeio Adminstrativo,RO - Unidade de Gestão Administrativa,"2.327.980,00","79.337,37",0.0,0.0,,2025,Janeiro
SEBRAE/RO,Atividade,Gestão Operacional,RO001002ATGO,Gestão da Administração Financeira,"RO - Unidade de Contabilidade, Orçamento e Finanças","53.300,00","1.853,10",0.0,0.0,,2025,Janeiro
SEBRAE/RO,Atividade,Gestão Operacional,RO001003ATGO,Gestão da Administração Patrimonial,RO - Unidade de Gestão Administrativa,"800.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/RO,Atividade,Gestão Operacional,RO001004ATGO,Gestão da Comunicação Sebrae em Rondônia,RO - Unidade de Comunicação,"2.800.000,00","128.000,69",0.0,0.0,,2025,Janeiro
SEBRAE/RO,Atividade,Gestão Operacional,RO022110ATGO,Gestão da Marca Rondônia,RO - Unidade de Comunicação,"350.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/RO,Atividade,Gestão Operacional,RO001005ATGO,Gestão da Tecnologia da Informação,RO - Unidade de Tecnologia da Informação e Comunicação,"2.200.000,00","23.814,22",0.0,0.0,,2025,Janeiro
SEBRAE/RO,Atividade,Gestão Operacional,RO001006ATGO,Gestão de Pessoas,RO - Unidade de Gestão de Pessoas,"2.603.281,00","129.271,81",0.0,0.0,,2025,Janeiro
SEBRAE/RO,Projeto,Atendimento direto pelo Sebrae,RO022921PJAS,Negócios com Dados,RO - Unidade de Integridade Corporativa,"160.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/RO,Atividade,Gestão Operacional,RO001007ATGO,Remuneração de Recursos Humanos - Custeio Administrativo,RO - Unidade de Gestão de Pessoas,"9.317.897,00","692.773,13",0.0,0.0,,2025,Janeiro
SEBRAE/RO,Atividade,Suporte a Negócios,RO001011ATAS,Remuneração de Recursos Humanos Relacionados a Negócios,RO - Unidade de Gestão de Pessoas,"19.760.177,00","1.393.876,23",0.0,0.0,,2025,Janeiro
SEBRAE/RO,Projeto,Atendimento direto pelo Sebrae,RO022922PJAS,RO - Acesso a Crédito e Agentes de Crédito,RO - Unidade de Atendimento e Relacionamento ao Cliente,"850.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/RO,Projeto,Atendimento direto pelo Sebrae,RO023255PJAS,RO - Agentes de Mercado,RO - Unidade Regional de Porto Velho,"80.000,00","0,00",0.0,0.0,,2025,Janeiro
SEBRAE/RO,Projeto,Atendimento direto pelo Sebrae,RO022948PJAS,RO - ALI Produtividade 2025-2027,RO - Unidade de Atendimento e Relacionamento ao Cliente,"1.303.320,00","52.166,24",0.0,0.0,,2025,Janeiro
SEBRAE/RO,Atividade,Atendimento direto pelo Sebrae,RO022953ATAS,RO - Alimentação Fora do Lar,RO - Unidade Regional de Ariquemes,"100.000,00","525,00",0.0,0.0,,2025,Janeiro
